StartDate,EndDate,IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,TAI_1,TAI_2,TAI_3,TAI_4,TAI_5,TAI_6,TAI_7,TAI_8,TAI_9,TAI_10,TAI_11,TAI_12,TAI_13,TAI_14,TAI_15,TAI_16,TAI_17,TAI_18,TAI_19,TAI_20,TAI_TOTAL,PANAS_P1,PANAS_N2,PANAS_P3,PANAS_N4,PANAS_P5,PANAS_N6,PANAS_N7,PANAS_N8,PANAS_P9,PANAS_P10,PANAS_N11,PANAS_P12,PANAS_N13,PANAS_P14,PANAS_N15,PANAS_P16,PANAS_P17,PANAS_N18,PANAS_P19,PANAS_N20,PANAS_P_TOTAL,PANAS_N_TOTAL,Setting,Setting_5_TEXT,Setting_Home,Setting_Home_4_TEXT,Setting_People,Setting_Interacting,Age,Occupation,Income,Income_Household,Rel_Status,Gender,Gender_15_TEXT,Research,MTurkCode,Group
5/3/18 18:05,5/3/18 18:08,68.40.74.202,148,5/3/18 18:08,R_2QyMikppaMv9Bwq,42.91340637,-85.70529938,EN,2,2,2,2,1,4,2,2,2,2,1,2,3,2,2,2,2,2,2,2,41,4,2,4,2,3,1,2,1,3,3,2,3,1,3,3,4,3,2,2,1,32,17,1,,4,Outside,1,2,39,Claims,4,2,1,2,,2,72886254,Mturk
5/3/18 18:00,5/3/18 18:08,173.22.208.111,485,5/3/18 18:08,R_2ahKnEPR2pE0F09,37.72290039,-88.8852005,EN,2,1,2,2,2,3,1,2,1,4,1,3,2,3,2,2,1,1,1,1,37,3,1,1,1,2,1,1,1,2,1,1,1,1,3,1,5,4,1,3,1,25,10,5,Home Office,4,Office,1,2,37,E-commerce-Online worker,1,4,3,2,,2,39738862,Mturk
5/3/18 18:05,5/3/18 18:08,24.34.220.203,192,5/3/18 18:08,R_3JxQ22oP7A7Uko2,41.54969788,-72.65309906,EN,3,2,3,3,2,4,3,3,3,3,2,3,3,2,3,2,2,3,2,3,54,3,4,3,2,1,2,1,1,3,2,4,4,1,3,2,3,3,2,4,2,29,21,1,,1,,2,2,44,hvac tech,7,4,3,1,,2,43599015,Mturk
5/3/18 18:06,5/3/18 18:09,97.85.52.192,148,5/3/18 18:09,R_2U5Ag1D7GBpliNb,42.40539551,-83.79429626,EN,2,2,2,2,1,3,3,2,2,3,1,1,4,3,1,3,1,2,2,1,41,2,1,1,2,2,1,1,1,2,3,2,3,1,2,1,5,4,1,2,1,26,12,1,,1,,1,2,60,Unemployed,1,1,1,2,,2,76841059,Mturk
5/3/18 18:06,5/3/18 18:09,96.59.248.8,139,5/3/18 18:09,R_1rNuW4zXZmcioi9,27.86610413,-82.32649994,EN,3,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,3,33,4,1,4,2,5,1,1,1,5,5,1,5,1,5,2,5,5,1,4,1,47,12,1,,1,,1,2,33,carpenter,5,6,3,1,,1,85763104,Mturk
5/3/18 18:04,5/3/18 18:10,47.41.198.236,324,5/3/18 18:10,R_3MrgHQKpI9qVLAE,33.86610413,-118.0527954,EN,3,3,4,2,2,3,3,3,2,3,1,2,4,3,2,4,1,3,4,3,55,3,2,2,2,2,1,2,2,3,1,2,4,1,3,2,3,4,2,3,2,28,18,1,,3,,1,2,42,Self-employed,1,1,1,1,,2,30049313,Mturk
5/3/18 18:08,5/3/18 18:11,174.104.32.240,149,5/3/18 18:11,R_3ekNoUrWTkYXqHZ,42.17320251,-79.98400116,EN,3,2,3,3,2,4,3,2,3,2,2,4,3,4,3,3,2,2,3,2,55,2,1,4,1,2,1,1,1,4,2,1,4,1,3,1,4,3,2,3,1,31,11,1,,1,,3,2,33,Notary public,7,4,2,2,,2,36531653,Mturk
5/3/18 18:09,5/3/18 18:12,107.77.237.165,143,5/3/18 18:12,R_2ASvmHiVBGw8DyL,33.74899292,-84.38800049,EN,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,56,3,1,1,1,2,1,1,1,3,2,1,3,3,3,3,3,4,3,2,1,26,16,1,,3,,1,2,25,Freelance,2,3,2,2,,2,17796137,Mturk
5/3/18 18:10,5/3/18 18:13,24.112.224.56,186,5/3/18 18:13,R_9MueaVfpX4qejh7,41.16090393,-82.20850372,EN,2,2,2,3,2,3,3,2,2,2,1,2,3,3,2,2,2,1,2,2,43,4,1,1,1,1,1,1,1,1,1,2,4,1,1,1,3,3,2,3,1,22,12,1,,2,,1,2,22,student,7,3,1,2,,2,65736486,Mturk
5/3/18 18:11,5/3/18 18:13,70.123.98.195,123,5/3/18 18:13,R_1FfRrsKyYBpzKkG,32.83389282,-96.77149963,EN,3,3,3,4,4,4,3,3,4,3,2,4,3,4,3,3,3,4,3,4,67,2,4,3,4,2,2,4,4,3,2,4,3,2,3,5,3,2,4,2,5,25,38,1,,3,,1,2,29,Customer Service Team Manager,7,2,2,2,,2,23997774,Mturk
5/3/18 18:13,5/3/18 18:15,98.193.237.164,102,5/3/18 18:15,R_1LMC0z15Gic10En,36.03709412,-86.6371994,EN,3,3,4,3,2,4,3,2,2,3,3,2,3,3,2,4,2,2,2,2,54,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,14,12,1,,3,,3,2,22,self employed,1,2,1,1,,1,59693662,Mturk
5/3/18 18:11,5/3/18 18:15,70.44.106.168,188,5/3/18 18:15,R_1jPNO7tdF2JPTJw,40.15739441,-76.79779816,EN,2,2,2,2,1,2,2,1,1,2,1,3,1,4,1,1,1,2,2,2,35,5,1,3,1,5,1,1,1,5,3,1,4,1,4,1,5,5,3,5,1,44,12,1,,1,,1,2,34,manufacturing,3,6,3,1,,1,34714111,Mturk
5/3/18 18:12,5/3/18 18:16,107.4.125.131,228,5/3/18 18:16,R_3qleXRjHYmNYvFn,43.79440308,-83.00250244,EN,3,2,3,3,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,3,48,2,2,1,2,1,2,1,1,2,1,2,3,1,1,2,2,3,1,3,1,19,15,1,,1,,1,2,54,Retired,3,2,3,1,,2,64278798,Mturk
5/3/18 18:14,5/3/18 18:16,173.217.96.226,120,5/3/18 18:16,R_XwaEfD0UfwVCDM5,30.13459778,-93.27300262,EN,1,2,1,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,27,5,1,5,1,5,1,1,1,5,5,1,5,1,5,2,5,5,1,5,1,50,11,1,,1,,1,2,32,customer service,1,1,1,2,,1,32101877,Mturk
5/3/18 18:14,5/3/18 18:17,24.208.197.104,185,5/3/18 18:17,R_24qlbqXtEpqlxgE,39.96490479,-83.13829803,EN,2,2,3,1,2,3,3,2,3,1,2,4,2,3,2,2,1,3,2,3,46,3,2,2,1,1,2,1,1,3,1,1,4,1,1,2,3,5,1,3,1,26,13,1,,1,,1,2,36,retail associate,3,2,1,2,,2,45869055,Mturk
5/3/18 18:15,5/3/18 18:18,99.105.80.78,180,5/3/18 18:18,R_2YFg7hXyJLzD2sE,41.39280701,-81.73470306,EN,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,37,4,1,1,1,3,1,1,1,4,2,1,5,1,3,1,4,5,1,4,1,35,10,1,,1,,1,2,67,Substitute Teacher ,2,1,1,2,,2,43051671,Mturk
5/3/18 18:19,5/3/18 18:21,76.122.187.54,139,5/3/18 18:21,R_1r9baxOOOHFnKdL,42.52000427,-83.55169678,EN,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,4,2,3,3,61,2,3,2,3,1,2,3,4,2,2,3,2,2,2,3,2,3,2,2,2,20,27,1,,1,,1,2,21,Student,1,0,1,1,,1,58821554,Mturk
5/3/18 18:21,5/3/18 18:23,24.171.56.101,132,5/3/18 18:23,R_2frKIo2HSylxxg5,38.4230957,-90.40059662,EN,2,2,3,3,1,1,2,1,2,2,2,1,1,1,1,2,2,1,3,3,36,3,1,4,1,4,1,1,1,3,3,2,1,2,4,1,3,2,1,4,1,31,12,1,,1,,5,2,21,Advertising assistant ,4,4,1,1,,1,2181191,Mturk
5/3/18 18:21,5/3/18 18:26,174.196.141.164,283,5/3/18 18:26,R_dilDTl3FXF8YzS1,35.73869324,-82.05480194,EN,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,25,3,1,3,1,4,1,1,1,4,4,1,3,1,3,1,4,3,1,3,1,34,10,1,,1,,2,3,62,Retired nurse,5,2,3,2,,2,8990771,Mturk
5/3/18 18:24,5/3/18 18:27,24.177.221.234,174,5/3/18 18:27,R_3FUIlyZCgqqoBwh,43.91020203,-91.24320221,EN,3,2,4,2,3,4,3,2,2,3,2,4,4,3,2,3,2,1,3,2,54,3,2,1,1,2,1,1,1,1,2,2,4,1,2,1,3,3,1,2,1,23,12,1,,1,,3,2,31,Sub shop manager,6,4,3,2,,2,46466002,Mturk
5/3/18 18:26,5/3/18 18:30,208.107.137.73,235,5/3/18 18:30,R_3GwBAm2PliFyVcg,46.81590271,-100.7061005,EN,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,3,2,3,3,2,47,3,3,1,3,5,1,2,3,2,3,2,5,1,1,4,5,5,2,1,2,31,23,1,,3,,1,2,18,Mturk,7,3,1,2,,1,93318405,Mturk
5/3/18 18:28,5/3/18 18:31,24.55.121.187,198,5/3/18 18:31,R_2rDzV3WAP4Y7Gpb,18.45039368,-66.0848999,EN,3,3,3,3,2,3,3,2,3,3,1,2,3,3,2,3,3,3,2,3,53,4,3,2,2,3,4,1,1,4,3,2,3,1,4,3,3,4,2,3,1,33,20,1,,1,,1,2,34,Marketing Coordinator,3,2,2,2,,1,33786651,Mturk
5/3/18 18:27,5/3/18 18:31,70.190.164.125,210,5/3/18 18:31,R_3lKMAnvHZvXNzZn,32.24479675,-110.9232025,EN,2,2,1,2,2,2,1,1,3,2,2,1,1,2,1,2,1,1,1,1,31,"4,5",1,2,1,2,1,1,1,2,3,1,4,1,4,2,4,4,2,3,1,NA,12,1,,1,,1,2,25,Teacher,2,1,1,1,,2,73648333,Mturk
5/3/18 18:31,5/3/18 18:33,162.231.57.35,87,5/3/18 18:33,R_ZmJTjQ60Pp0Se53,32.76629639,-117.129303,EN,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,35,4,2,4,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,40,11,1,,1,,1,2,34,food prep,4,1,2,1,,2,24896463,Mturk
5/3/18 18:32,5/3/18 18:34,100.38.237.20,137,5/3/18 18:34,R_Z4R399xZtY9tkOd,40.91400146,-73.3207016,EN,2,2,1,2,1,3,3,1,3,2,1,1,1,2,1,2,1,1,2,2,34,4,1,2,1,3,1,1,1,3,2,2,5,1,3,1,3,5,1,4,1,34,11,1,,3,,1,2,56,Bookkeeper,2,2,1,2,,2,70107810,Mturk
5/3/18 18:35,5/3/18 18:37,172.87.4.82,146,5/3/18 18:37,R_1dLY36Ph2PEWAXS,47.97180176,-90.04589844,EN,2,4,3,3,2,3,1,2,2,2,1,2,2,1,2,2,2,3,2,3,44,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,1,1,1,18,11,1,,3,,1,2,27,government,3,3,3,1,,2,79790331,Mturk
5/3/18 18:36,5/3/18 18:38,70.88.128.113,112,5/3/18 18:38,R_D1Y34tXNExPZmXn,39.11830139,-76.68540192,EN,2,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,2,2,3,2,48,2,4,2,4,3,1,3,3,3,1,3,4,2,2,2,2,3,2,4,4,26,28,1,,1,,1,2,33,System Administrator,7,0,1,1,,1,67309061,Mturk
5/3/18 18:33,5/3/18 18:38,76.85.8.139,251,5/3/18 18:38,R_1EaszxsiFd8c7tr,32.85229492,-97.13420105,EN,3,1,3,2,1,3,2,2,1,2,1,1,2,3,1,2,1,2,2,2,37,4,2,3,1,4,1,2,1,3,5,1,4,1,4,2,4,4,2,3,2,38,15,1,,1,,1,2,58,sales,5,2,1,2,,1,33619593,Mturk
5/3/18 18:37,5/3/18 18:42,184.220.182.194,294,5/3/18 18:42,R_3fNp6FDTXrJTOYF,35.18330383,-80.64230347,EN,3,2,3,1,1,2,2,1,2,3,2,2,2,4,2,3,1,1,3,2,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,1,17,10,1,,4,bathroom,1,2,26,audio transcriber,3,4,1,2,,2,59359386,Mturk
5/3/18 18:44,5/3/18 18:47,112.204.138.182,205,5/3/18 18:47,R_3kmOPmoqL7bGMKZ,14.59550476,120.9721069,EN,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,24,3,1,1,1,2,1,1,1,1,2,1,2,1,3,1,4,4,1,2,1,24,10,1,,3,,1,2,42,Database Administrator,7,1,3,1,,2,51614858,Mturk
5/3/18 18:45,5/3/18 18:48,67.252.47.25,168,5/3/18 18:48,R_23f9DtraW71Uyxb,42.86230469,-78.83000183,EN,2,2,2,1,1,3,1,1,3,2,2,2,2,1,2,2,2,1,1,2,35,3,2,3,1,3,1,1,1,2,3,2,3,1,3,1,3,4,1,3,1,30,12,1,,3,,1,2,25,Accountant,3,0,1,1,,1,77653819,Mturk
5/3/18 18:47,5/3/18 18:49,99.111.118.15,130,5/3/18 18:49,R_3qD5TBtCJe2tn4P,43.13310242,-89.34909821,EN,2,2,2,3,1,2,2,1,1,2,1,3,3,2,1,2,1,1,2,1,35,4,1,4,2,4,1,2,1,4,4,3,3,1,4,1,4,3,2,4,1,38,15,1,,1,,1,2,36,engineer,5,1,1,1,,1,5591675,Mturk
5/3/18 18:48,5/3/18 18:50,75.66.114.253,120,5/3/18 18:50,R_2B4c9kkA77inbsR,35.02900696,-89.78220367,EN,3,2,3,3,2,3,1,2,3,2,3,2,3,3,3,3,2,1,3,3,50,4,1,4,1,4,1,1,1,3,4,1,4,3,3,1,3,1,1,4,1,34,12,1,,2,,1,2,30,Manager,9,5,3,1,,1,27969099,Mturk
5/3/18 18:52,5/3/18 18:54,97.83.176.204,157,5/3/18 18:54,R_2AXW6f6qAx88T6p,44.55259705,-89.51670074,EN,3,2,3,2,2,3,4,2,3,2,2,3,3,3,2,2,2,2,3,2,50,2,2,2,1,3,1,1,1,3,3,2,2,1,3,1,3,3,1,3,1,27,12,1,,1,,1,2,29,Embroidery Associate,2,0,1,2,,1,44512373,Mturk
5/3/18 18:53,5/3/18 18:57,50.82.73.90,192,5/3/18 18:57,R_2aakyyAEKavDcut,37.21899414,-93.31759644,EN,2,1,3,2,1,2,3,1,2,1,1,2,2,3,2,2,1,1,2,1,35,3,1,1,1,3,1,1,1,3,2,1,4,1,2,1,4,4,1,2,1,28,10,1,,4,home office,1,2,63,retired,1,1,1,2,,2,39089314,Mturk
5/3/18 18:54,5/3/18 18:57,174.22.178.151,141,5/3/18 18:57,R_3CJe5phoMugnrwE,38.89360046,-104.735199,EN,3,1,3,2,1,2,2,1,1,3,1,2,3,2,1,3,1,1,3,1,37,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,15,10,1,,4,basement,1,2,76,retired,3,1,1,1,,2,14723399,Mturk
5/3/18 18:55,5/3/18 18:58,97.77.62.82,158,5/3/18 18:58,R_3j8JvE2svBg6m2N,32.78309631,-96.80670166,EN,2,3,3,3,2,2,3,1,2,2,1,3,3,2,3,3,2,1,3,2,46,4,3,3,2,2,2,4,1,4,3,1,4,3,3,4,2,2,4,3,4,30,28,2,,4,home office,1,2,43,Retail Sales,8,4,3,2,,2,31590911,Mturk
5/3/18 18:58,5/3/18 19:02,216.9.29.131,194,5/3/18 19:02,R_2aVsfBrZYhHqbZS,47.55949402,-122.009201,EN,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,1,2,2,36,3,1,2,1,2,1,1,1,2,4,1,3,1,2,2,3,3,2,2,1,26,12,1,,1,,2,2,43,Homemaker ,6,3,3,2,,2,46001663,Mturk
5/3/18 14:49,5/3/18 14:53,128.135.98.230,223,5/3/18 14:53,R_2WPfztgWMxMxHU2,41.78039551,-87.60269928,EN,3,4,4,4,2,3,4,1,2,4,3,4,4,3,3,4,2,3,4,4,65,2,4,2,4,2,1,4,1,1,2,1,2,3,1,2,2,2,4,3,3,19,27,2,,4,,6,2,22,Graduate Student,3,1,1,1,,1,,UC
5/3/18 15:04,5/3/18 15:07,128.135.98.116,182,5/3/18 15:07,R_1eVN9o2FZtTQ4QP,41.78039551,-87.60269928,EN,2,3,2,2,2,3,3,2,3,2,1,2,2,3,2,2,2,2,3,2,45,3,1,3,1,4,1,1,1,3,2,2,3,1,3,2,3,4,1,4,1,32,12,3,,4,classroom,6,2,19,student,1,0,2,2,,2,,UC
5/3/18 15:04,5/3/18 15:07,128.135.98.190,204,5/3/18 15:07,R_3hEHNN6agX94GK0,41.78039551,-87.60269928,EN,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,27,3,1,3,1,4,1,1,1,2,3,1,4,1,1,3,4,4,2,1,3,29,15,1,,3,,1,2,19,Student,14,6,1,2,,1,,UC
5/3/18 15:05,5/3/18 15:08,128.135.98.195,152,5/3/18 15:08,R_2D8fvF3dZmCFSgJ,41.78039551,-87.60269928,EN,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,26,5,1,5,1,5,1,1,1,5,5,2,5,1,5,2,4,4,2,4,1,47,13,1,,3,,1,2,21,Student,1,1,2,1,,2,,UC
5/3/18 15:05,5/3/18 15:08,176.63.17.235,127,5/3/18 15:08,R_2fJ0AFTbJzxWcbf,47.5,19.08329773,EN,1,2,1,2,1,2,3,1,1,2,1,1,1,2,4,2,2,2,1,1,33,3,2,5,2,1,1,1,1,4,4,1,3,1,1,2,3,5,1,2,1,31,13,1,,1,,1,2,22,student,1,1,1,2,,2,,UC
5/3/18 15:04,5/3/18 15:08,128.135.98.128,245,5/3/18 15:08,R_22VRDBti3vDQMXG,41.78039551,-87.60269928,EN,3,3,3,3,2,3,3,3,3,2,1,4,4,3,3,3,1,3,3,4,57,3,4,3,2,2,3,4,1,3,3,4,3,3,2,4,4,3,4,3,3,29,32,3,,4,not at home,6,2,22,Student,9,3,1,1,,2,,UC
5/3/18 15:04,5/3/18 15:09,128.135.98.218,280,5/3/18 15:09,R_3m4719OBftB21TG,41.78039551,-87.60269928,EN,2,2,2,3,2,2,3,2,3,2,2,2,2,4,2,3,2,2,3,3,48,3,4,1,1,3,2,2,1,3,1,4,3,1,1,4,3,3,3,3,2,24,24,3,,4,N/A,6,2,19,Student,5,3,1,2,,1,,UC
5/3/18 15:07,5/3/18 15:11,107.77.208.53,201,5/3/18 15:11,R_1hFt5XuODY6Au3W,41.84829712,-87.65170288,EN,3,2,3,4,3,3,4,3,3,3,2,4,3,3,2,3,3,4,3,3,61,4,2,2,2,2,2,2,1,2,1,2,1,3,2,3,2,4,1,2,3,22,21,4,,3,,6,2,18,Student,7,2,2,2,,2,,UC
5/3/18 15:05,5/3/18 15:11,128.135.98.83,392,5/3/18 15:11,R_3IQNRQe90nUWkpC,41.78039551,-87.60269928,EN,3,4,3,4,3,3,3,3,4,4,2,4,3,3,3,3,4,4,2,2,64,2,3,2,2,2,2,1,1,1,1,1,2,3,2,4,1,2,3,1,1,16,21,3,,4,not at home,6,2,18,student,13,6,1,2,,1,,UC
5/3/18 15:04,5/3/18 15:14,128.135.98.234,579,5/3/18 15:14,R_2rU9zQ6SllzQHcw,41.78039551,-87.60269928,EN,2,1,3,1,1,3,3,1,1,2,2,1,3,2,2,3,2,1,2,2,38,4,2,4,3,4,1,1,2,4,1,4,3,1,4,1,4,4,2,4,1,36,18,5,in class,4,in a classroom,6,3,19,student,9,3,1,2,,1,,UC
5/3/18 15:12,5/3/18 15:16,128.135.98.213,241,5/3/18 15:16,R_T89Rz7X3JfJqlK9,41.78039551,-87.60269928,EN,3,3,3,3,2,4,1,3,3,3,3,2,3,2,2,3,2,3,3,3,54,4,3,3,1,5,1,1,1,3,3,1,5,1,3,2,5,4,1,5,3,40,15,3,,4,Not at home,6,2,20,Student,11,3,1,1,,2,,UC
5/3/18 15:19,5/3/18 15:22,128.135.98.204,129,5/3/18 15:22,R_C7RSJkxzwThWLfz,41.78039551,-87.60269928,EN,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,2,3,47,4,2,4,2,4,1,1,1,4,2,1,4,1,3,2,4,5,2,2,1,36,14,2,,1,,1,2,20,Student,1,1,1,1,,2,,UC
5/3/18 15:20,5/3/18 15:23,64.107.48.1,180,5/3/18 15:23,R_2zou1oHdJRkUOmV,41.74029541,-87.65399933,EN,2,2,2,1,2,3,1,2,3,2,1,2,2,3,2,2,2,1,1,1,37,5,2,3,1,3,1,1,1,4,3,1,3,1,3,2,4,5,1,2,2,35,13,3,,4,,6,2,20,Student,9,3,1,1,,2,,UC
5/3/18 15:21,5/3/18 15:24,128.135.98.215,201,5/3/18 15:24,R_uyqgt3ojujvWMZr,41.78039551,-87.60269928,EN,2,2,4,4,2,4,3,3,3,4,2,3,4,2,3,4,2,2,3,2,58,4,4,4,1,3,1,1,1,4,2,2,4,1,2,3,4,2,1,1,1,30,16,2,,4,Not at home,5,3,21,Student,7,5,1,1,,2,,UC
5/3/18 15:32,5/3/18 15:37,128.135.98.209,326,5/3/18 15:37,R_1dhoHziXgfS8is4,41.78039551,-87.60269928,EN,2,4,3,3,2,3,3,2,3,2,2,3,3,3,2,2,3,3,2,4,54,4,5,2,2,3,2,2,4,3,3,4,4,1,3,5,4,4,5,4,2,34,32,1,,3,,1,2,20,Student,13,4,2,2,,2,,UC
5/3/18 15:36,5/3/18 15:39,128.135.98.242,185,5/3/18 15:39,R_23VUlMWUwVPsCQh,41.78039551,-87.60269928,EN,2,2,2,2,1,3,2,3,3,2,2,2,2,4,2,2,3,2,2,3,46,3,4,3,3,1,4,3,1,1,2,1,1,3,1,4,2,2,1,1,4,17,28,3,,4,,6,2,20,student,14,2,1,2,,2,,UC
5/3/18 15:35,5/3/18 15:40,128.135.98.146,306,5/3/18 15:40,R_0W11vjIfwhKw4Br,41.78039551,-87.60269928,EN,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,30,3,1,1,1,3,1,1,1,2,1,1,3,1,1,1,4,4,1,1,1,23,10,3,,4,Not at home,6,2,18,Student/Research Assistant ,1,1,1,2,,2,,UC
5/3/18 15:41,5/3/18 15:45,128.135.98.205,227,5/3/18 15:45,R_2PpYUQqxL44MczC,41.78039551,-87.60269928,EN,2,1,1,1,1,3,3,1,3,2,3,1,1,2,1,2,3,3,3,2,39,3,1,5,1,4,2,1,1,4,4,1,3,2,2,3,3,4,2,3,1,35,15,2,,4,Not at home,3,2,20,Student ,14,5,1,1,,2,,UC
5/3/18 15:42,5/3/18 15:46,128.135.98.234,241,5/3/18 15:46,R_Y9oq1LKkuvWnISl,41.78039551,-87.60269928,EN,2,1,3,2,1,3,2,1,3,2,4,3,3,2,3,3,3,2,2,2,47,2,1,4,1,3,1,1,1,3,1,1,3,1,3,1,2,4,1,2,1,27,10,2,,4,Not at home,3,3,22,Student,5,7,1,1,,1,,UC
5/3/18 15:57,5/3/18 16:01,128.135.98.206,214,5/3/18 16:01,R_bm6rPd4vhY0uHCN,41.78039551,-87.60269928,EN,2,2,2,1,1,3,1,2,1,1,1,2,1,3,2,1,2,2,1,1,32,3,2,4,1,3,2,1,1,4,3,2,3,1,3,2,4,3,2,4,1,34,15,3,,5,,4,2,19,Student/Tutor,6,6,2,1,,2,,UC
5/3/18 16:01,5/3/18 16:04,128.135.98.207,221,5/3/18 16:04,R_2ta3FP6vJgewfag,41.78039551,-87.60269928,EN,3,3,3,4,4,3,4,3,3,3,3,4,3,3,4,3,1,3,3,4,64,3,3,1,3,1,3,2,2,2,1,3,4,3,1,4,1,4,3,1,2,19,28,3,,5,,6,2,21,Student,10,4,1,2,,2,,UC
5/3/18 16:01,5/3/18 16:08,128.135.98.125,377,5/3/18 16:08,R_2Cq594z6R1WHiTI,41.78039551,-87.60269928,EN,2,2,2,2,1,4,1,2,2,1,3,1,2,1,1,2,2,2,1,2,36,1,1,4,2,3,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,18,12,5,In a TA Session,5,,6,3,20,Student,1,0,2,1,,2,,UC
5/3/18 16:04,5/3/18 16:09,128.135.98.186,284,5/3/18 16:09,R_0OMw7wuNmFuKrUl,41.78039551,-87.60269928,EN,1,1,1,1,2,3,1,2,4,1,1,1,1,3,1,1,3,2,1,3,34,1,3,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,3,1,2,10,20,1,,3,,1,2,19,student,5,3,1,2,,2,,UC
5/3/18 16:06,5/3/18 16:10,73.36.168.120,267,5/3/18 16:10,R_SK7OK9rgonERtwR,41.80140686,-87.60050201,EN,3,3,4,4,4,3,3,3,2,3,2,1,3,4,3,2,3,3,3,3,59,4,4,2,2,3,1,1,3,3,1,4,3,1,4,2,2,4,4,3,1,29,23,1,,5,,1,2,22,Student,4,3,1,4,n/a,2,,UC
5/3/18 16:08,5/3/18 16:10,128.135.98.197,175,5/3/18 16:10,R_yTOfm6aWJIeuQoh,41.78039551,-87.60269928,EN,2,2,3,4,1,4,3,3,3,3,2,2,3,3,1,3,3,3,3,2,53,3,2,1,2,2,2,2,1,2,3,1,1,3,3,2,4,2,2,1,1,22,18,2,,5,,1,2,33,Student,8,2,3,2,,2,,UC
5/3/18 16:28,5/3/18 16:31,172.58.140.139,225,5/3/18 16:31,R_2Ec1LC1eSMjHTfT,41.88020325,-87.75659943,EN,3,3,4,3,2,3,2,1,2,3,2,4,3,3,3,3,2,2,2,3,53,3,3,3,2,2,1,3,1,2,2,2,4,2,3,4,4,3,1,4,3,30,22,4,,4,Not at home,6,2,19,Student,7,4,1,2,,2,,UC
5/3/18 16:16,5/3/18 16:35,8.37.27.191,1092,5/3/18 16:35,R_3Ed6YT3iYZ3tIpI,41.80140686,-87.60050201,EN,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,30,3,1,1,1,2,2,2,1,3,3,1,4,2,4,2,4,4,1,2,2,30,15,1,,4,studio apartment,1,2,35,student,1,0,1,1,,1,,UC
5/3/18 16:47,5/3/18 16:48,128.135.98.100,115,5/3/18 16:48,R_2uZN3XjhUcYveoB,41.78039551,-87.60269928,EN,2,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,2,1,1,28,4,1,3,1,4,1,1,1,4,5,1,3,1,5,1,5,4,1,3,1,40,10,1,,3,,1,2,19,Student,6,3,1,2,,2,,UC
5/3/18 16:51,5/3/18 16:55,128.135.98.144,258,5/3/18 16:55,R_2uCf5IVzq92zSnD,41.78039551,-87.60269928,EN,2,2,2,3,2,3,3,1,3,2,1,3,2,2,3,2,2,2,2,2,44,4,1,3,1,3,1,1,1,4,3,1,4,1,2,2,3,4,1,4,1,34,11,4,,5,,3,2,18,Teacher‰Ûªs Assistant,14,4,1,2,,2,,UC
5/3/18 17:09,5/3/18 17:12,128.135.98.124,220,5/3/18 17:12,R_1go3Z3FB1fJJhSa,41.78039551,-87.60269928,EN,4,2,4,2,2,3,2,4,2,3,3,3,3,4,3,3,3,3,2,3,58,3,3,2,2,1,1,4,1,2,1,1,3,1,1,5,3,2,4,1,4,19,26,1,,3,,1,2,19,Student,14,4,1,1,,2,,UC
5/3/18 17:04,5/3/18 17:32,128.135.98.99,1695,5/3/18 17:32,R_2DYQtPoaeSuiJWR,41.78039551,-87.60269928,EN,1,2,3,2,1,2,2,1,2,3,2,2,3,2,3,3,4,2,2,3,45,4,1,3,2,3,1,3,1,3,1,1,2,3,2,3,1,3,3,1,3,23,21,3,,5,,6,3,18,College student,13,4,1,2,,1,,UC
